,movie_name,imdb_id,cast,direction,production_companies,movie_budget,movie_revenue
55,The Dark Knight Rises,tt1345836,"{'Christian Bale': 'Bruce Wayne / Batman', 'Michael Caine': 'Alfred Pennyworth', 'Gary Oldman': 'James Gordon', 'Anne Hathaway': 'Selina Kyle / Catwoman', 'Tom Hardy': 'Bane', 'Marion Cotillard': 'Miranda Tate / Talia al Ghul', 'Joseph Gordon-Levitt': 'John Blake', 'Morgan Freeman': 'Lucius Fox', 'Matthew Modine': 'Peter Foley', 'Juno Temple': 'Jen', 'Ben Mendelsohn': 'John Daggett', 'Burn Gorman': 'Phillip Stryver', 'Daniel Sunjata': 'Captain Jones', 'Cillian Murphy': 'Jonathan Crane / Scarecrow', 'Alon Abutbul': 'Leonid Pavel', 'Liam Neeson': ""Ra's al Ghul"", 'Nestor Carbonell': 'Anthony Garcia', 'Josh Stewart': 'Barsad', 'Aidan Gillen': 'CIA Op', 'Tom Conti': 'Prisoner', 'Joey King': '""The Child""', 'Josh Pence': ""Young Ra's al Ghul"", 'John Nolan': 'Douglas Fredericks', 'Brett Cullen': 'Congressman', 'Reggie Lee': 'Ross', 'Gonzalo Menendez': 'Cop in Manhole', 'Cameron Jack': 'Sewer Thug #1', 'Tyler Dean Flores': 'Mark', 'Thomas Lennon': 'Doctor', 'Rob Brown': 'Allen', 'Fredric Lehne': 'Exchange Security Chief', 'Courtney Munch': 'Female Security Guard', 'Jay Benedict': 'Rich Twit', 'Will Estes': 'Officer Simon Jansen', 'Glen Powell': 'Trader #1', 'Ben Cornish': 'Trader #2', 'Oliver Cotton': '2 Star Air Force General', 'Mark Killeen': 'Airport Cop', 'Sarah Goldberg': 'Analyst #1', 'John Macmillan': 'Analyst #2', 'Robert Wisdom': 'Army Captain at Bridge', 'Ian Bohen': 'Cop with Gordon', 'Noel Gugliemi': 'Ex-Prisoner at River', 'Patrick Cox': 'Huge Inmate', 'Aramis Knight': 'Kid with Apple', 'William Devane': 'President', 'David Gyasi': 'Skinny Prisoner', 'Desmond Harrington': 'Uniform', 'Peter Holden': 'Applied Sciences Tech #1', 'Jillian Armenante': ""Lawyer's Clerk"", 'Aja Evans': 'Greeter at Museum', 'Wade Williams': 'Warden at Blackgate', 'Jake Canuso': 'Waiter in Florence Café', 'Massi Furlan': 'Janitor at GSE', 'Christopher Judge': 'Mercenary Security #4', 'Aaron Eckhart': 'Harvey Dent / Two-Face (archive footage) (uncredited)', 'Michael Papajohn': 'Prison Guard (uncredited)', 'Joe Fishel': 'Police Officer (uncredited)', 'Simon Rhee': ""Bane's Henchmen (uncredited)""}",['Christopher Nolan'],"['Syncopy', 'Legendary Pictures', 'DC Entertainment', 'Warner Bros. Pictures']",250000000,1081041287
56,The Incredibles,tt0317705,"{'Craig T. Nelson': 'Bob Parr / Mr. Incredible (voice)', 'Holly Hunter': 'Helen Parr / Elastigirl (voice)', 'Spencer Fox': ""Dashiell 'Dash' Parr (voice)"", 'Jason Lee': 'Buddy Pine / IncrediBoy / Syndrome (voice)', 'Samuel L. Jackson': 'Lucius Best / Frozone (voice)', 'Elizabeth Peña': 'Mirage (voice)', 'Brad Bird': 'Edna ""E"" Mode (voice)', 'Jean Sincere': 'Mrs. Hogenson (voice)', 'Wallace Shawn': 'Gilbert Huph (voice)', 'Lou Romano': 'Bernie Kropp (voice)', 'John Ratzenberger': 'Underminer (voice)', 'Emmy Clarke': 'Additional Voices (voice)', 'Pete Docter': 'Additional Voices (voice)', 'Bob Peterson': 'Additional Voices (voice)', 'Joe Ranft': 'Additional Voices (voice)', 'Peter Sohn': 'Additional Voices (voice)', 'Andrew Stanton': 'Additional Voices (voice)', 'Jack Angel': 'Guard #2 / Firefighters (voice) (uncredited)', 'Rodger Bumpass': 'Firefighters (voice) (uncredited)', 'Bill Farmer': ""Oliver Sansweet's Lawyer / Firefighters (voice) (uncredited)"", 'Mickie McGowan': 'Citizen Mother (voice) (uncredited)', 'Patrick Pinney': 'Oliver Sansweet / Firefighters (voice) (uncredited)', 'Phil Proctor': 'Guard #1 / Firefighters (voice) (uncredited)'}",['Brad Bird'],"['Pixar', 'Walt Disney Pictures']",92000000,631442092
57,Batman v Superman: Dawn of Justice,tt2975590,"{'Ben Affleck': 'Bruce Wayne / Batman', 'Henry Cavill': 'Clark Kent / Superman / Kal-El', 'Jesse Eisenberg': 'Lex Luthor', 'Gal Gadot': 'Diana Prince / Wonder Woman', 'Amy Adams': 'Lois Lane', 'Diane Lane': 'Martha Kent', 'Jeremy Irons': 'Alfred Pennyworth', 'Holly Hunter': 'Senator June Finch', 'Laurence Fishburne': 'Perry White', 'Callan Mulvey': 'Anatoli Knyazev', 'Scoot McNairy': 'Wallace Keefe', 'Tao Okamoto': 'Mercy Graves', 'Jena Malone': 'Jenet Klyburn', 'Lauren Cohan': 'Martha Wayne', 'Michael Cassidy': 'Jimmy Olsen', 'Harry Lennix': 'Secretary Calvin Swanwick', 'Chad Krowchuk': 'Glen Woodburn', 'Kevin Costner': 'Jonathan Kent', 'Ezra Miller': 'Barry Allen / The Flash', 'Jon Stewart': 'Jon Stewart', 'Anderson Cooper': 'Anderson Cooper', 'Jason Momoa': 'Arthur Curry / Aquaman', 'Joe Morton': 'Silas Stone', 'Ray Fisher': 'Victor Stone / Cyborg', 'Patrick Wilson': 'POTUS (voice)', 'Carla Gugino': 'Ship Voice (voice)', 'Stephanie Koenig': 'Teacher', 'Ripley Sobo': 'Sage', 'Wunmi Mosaku': 'Kahina Ziri', 'Sebastian Sozzi': 'Cesar Santos', 'Nicole Forester': 'LeBlanc - Library President', 'Robin Atkin Downes': 'Creature Vocals (voice)', 'Michael Shannon': 'Zod', 'Jeffrey Dean Morgan': 'Thomas Wayne (uncredited)', 'Richard Cetrone': 'Fight Club Spectator (uncredited)', 'Joe Fishel': 'US Senator'}",['Zack Snyder'],"['Warner Bros. Pictures', 'RatPac Entertainment', 'Atlas Entertainment', 'DC Entertainment', 'Cruel & Unusual Films']",250000000,873637528
59,DC League of Super-Pets,tt8912936,"{'Dwayne Johnson': 'Krypto the Superdog (voice)', 'Kevin Hart': 'Ace the Bat-Hound (voice)', 'John Krasinski': 'Clark Kent / Superman (voice)', 'Keanu Reeves': 'Bruce Wayne / Batman (voice)', 'Kate McKinnon': 'Lulu (voice)', 'Vanessa Bayer': 'PB (voice)', 'Natasha Lyonne': 'Merton (voice)', 'Diego Luna': 'Chip (voice)', 'Jameela Jamil': 'Diana Prince / Wonder Woman (voice)', 'Marc Maron': 'Lex Luthor (voice)', 'Dascha Polanco': 'Jessica Cruz / Green Lantern (voice)', 'Olivia Wilde': 'Lois Lane (voice)', 'Jemaine Clement': 'Arthur Curry / Aquaman (voice)', 'Daveed Diggs': 'Victor Stone / Cyborg (voice)', 'John Early': 'Barry Allen / The Flash (voice)', 'Ben Schwartz': 'Mark / Fire Guinea Pig (voice)', 'Thomas Middleditch': 'Keith / Ice Guinea Pig (voice)', 'Maya Erskine': 'Mercy Graves (voice)', 'Yvette Nicole Brown': 'Patty (voice)', 'Alfred Molina': 'Jor-El (voice)', 'Lena Headey': 'Lara (voice)', 'Keith David': 'Dog-El (voice)', 'Busy Philipps': 'Foofy Dog (voice)', 'Dan Fogler': 'Carl / Pilot / Racer (voice)', 'David Pressman': 'Corgi (voice)', 'Michelle Morgan': 'Mech Suit (voice)'}",['Jared Stern'],"['Warner Bros. Pictures Animation', 'DC Entertainment', 'Seven Bucks Productions', 'Animal Logic', 'Warner Bros. Pictures']",90000000,203000000
60,Aquaman,tt1477834,"{'Jason Momoa': 'Arthur Curry / Aquaman', 'Amber Heard': 'Mera', 'Willem Dafoe': 'Nuidis Vulko', 'Patrick Wilson': 'King Orm Marius / Ocean Master', 'Nicole Kidman': 'Atlanna', 'Dolph Lundgren': 'King Nereus', 'Yahya Abdul-Mateen II': 'David Kane / Black Manta', 'Temuera Morrison': 'Thomas Curry', 'Ludi Lin': 'Captain Murk', 'Michael Beach': ""Jesse Kane (Manta's Father)"", 'Randall Park': 'Dr. Stephen Shin', 'Graham McTavish': 'King Atlan', 'Leigh Whannell': 'Cargo Pilot', 'Otis Dhanji': 'Young Arthur (13 Years Old)', 'Kekoa Kekumano': 'Young Arthur (16 Years Old)', 'Julie Andrews': 'Karathen (voice)', 'John Rhys-Davies': 'Brine King (voice)', 'Djimon Hounsou': 'King Ricou (voice)', 'Natalia Safran': 'Queen Rina', 'Patrick Cox': 'Cue Ball', 'Robert Longstreet': 'Professor James'}",['James Wan'],"['Warner Bros. Pictures', 'The Safran Company', 'DC Films']",160000000,1148528393
61,Logan,tt3315342,"{'Hugh Jackman': 'Logan / Wolverine / X-24', 'Dafne Keen': 'Laura / X-23', 'Patrick Stewart': 'Charles Xavier / Professor X', 'Elizabeth Rodriguez': 'Gabriela', 'Boyd Holbrook': 'Pierce', 'Richard E. Grant': 'Dr. Rice', 'Stephen Dunlevy': 'Macon', 'Eriq La Salle': 'Will Munson', 'Daniel Bernhardt': 'Bone Breaker', 'Jeremy Fitzgerald': 'Reaver', 'Keith Jardine': 'Reaver', 'Ashlyn Casalegno': 'Charlotte', 'Mark Ashworth': 'Bartender', 'Bryce Romero': 'Prom Teen #1', 'Chester Rushing': 'Prom Teen #3', 'James Moses Black': 'Major', 'Evan Dane Taylor': 'Federale', 'Han Soto': 'Valet', 'David Kallaway': 'Rhodes'}",['James Mangold'],"['Hutch Parker Entertainment', ""The Donners' Company"", 'Genre Films', '20th Century Fox']",97000000,619021436
63,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),tt7713068,"{'Margot Robbie': 'Harleen Quinzel / Harley Quinn', 'Ewan McGregor': 'Roman Sionis / Black Mask', 'Mary Elizabeth Winstead': 'Helena Bertinelli / Huntress', 'Jurnee Smollett': 'Dinah Lance / Black Canary', 'Chris Messina': 'Victor Zsasz', 'Ali Wong': 'Ellen Yee', 'Matthew Willig': 'Happy', 'Dana Lee': 'Doc', 'Steven Williams': 'Patrick Erickson', 'Daniel Bernhardt': ""Sionis' Chauffeur"", 'François Chau': 'Mr. Keo', 'Charlene Amoia': 'Maria Bertinelli', 'Bojana Novaković': 'Erika', 'Simon Rhee': 'Cell Guard', 'Sala Baker': 'Prisoner', 'Anthony Molinari': 'Mafiosi (uncredited)', 'Nico Greetham': 'Young Goon (uncredited)', 'Dennis Keiffer': 'Mercenary', 'Sam Hargrave': 'Mercenary', 'Chris Carnel': 'Desk Sergeant', 'Paloma Esparza Rabinov': 'Bitchy Teammate'}",['Cathy Yan'],"['Warner Bros. Pictures', 'DC Films', 'LuckyChap Entertainment', 'Clubhouse Pictures', 'Kroll & Co Entertainment']",75000000,205372791
64,Thor,tt0800369,"{'Chris Hemsworth': 'Thor Odinson', 'Natalie Portman': 'Jane Foster', 'Tom Hiddleston': 'Loki', 'Anthony Hopkins': 'Odin', 'Stellan Skarsgård': 'Erik Selvig', 'Kat Dennings': 'Darcy Lewis', 'Clark Gregg': 'Phil Coulson', 'Colm Feore': 'King Laufey', 'Idris Elba': 'Heimdall', 'Ray Stevenson': 'Volstagg', 'Tadanobu Asano': 'Hogun', 'Josh Dallas': 'Fandral', 'Jaimie Alexander': 'Sif', 'Rene Russo': 'Frigga', 'Richard Cetrone': 'Frost Giant Captain', 'Joseph Gatt': 'Frost Giant Grundroth', 'Luke Massy': 'Frost Giant Raze', 'Jamie McShane': 'Agent Jackson', 'Dale Godboldo': 'Agent Garrett', 'Matt Battaglia': 'Pete', 'Stan Lee': 'Stan the Man', 'Joel McCrary': 'Drunk Townie', 'Rob Mars': 'Orderly', 'Harley Graham': 'Viking Child', 'Dakota Goyo': 'Young Thor', 'Jeremy Renner': 'Clint Barton / Hawkeye (uncredited)', 'Samuel L. Jackson': 'Nick Fury (uncredited)'}",['Kenneth Branagh'],['Marvel Studios'],150000000,449326618
65,Incredibles 2,tt3606756,"{'Craig T. Nelson': 'Bob Parr / Mr. Incredible (voice)', 'Holly Hunter': 'Helen Parr / Elastigirl (voice)', 'Samuel L. Jackson': 'Lucius Best / Frozone (voice)', 'Bob Odenkirk': 'Winston Deavor (voice)', 'Catherine Keener': 'Evelyn Deavor (voice)', 'Jonathan Banks': 'Rick Dicker (voice)', 'Brad Bird': ""Edna 'E' Mode / Additional Voices (voice)"", 'John Ratzenberger': 'Underminer (voice)', 'Sophia Bush': 'Karen / Voyd (voice)', 'Phil LaMarr': 'Krushauer / Helectrix / Additional Voices (voice)', 'Isabella Rossellini': 'Ambassador (voice)', 'Barry Bostwick': 'Mayor (voice)', 'Adam Rodríguez': 'Detective (voice)', 'Jere Burns': 'Detective (voice)', 'Alyson Stoner': 'Additional Voices (voice)', 'Cathy Cavadini': 'Additional Voices (voice)', 'Debi Derryberry': 'Additional Voices (voice)', 'Fred Tatasciore': 'Additional Voices (voice)', 'Jacqueline Pinol': 'Additional Voices (voice)', 'Jean Gilpin': 'Additional Voices (voice)', 'Matthew Wood': 'Additional Voices (voice)', 'Steve Blum': 'Additional Voices (voice)', 'Max Mittelman': 'Additional Voices (voice)', 'Louane Emera': 'Additional Voices (voice)', 'Amanda Lear': 'Additional Voices (voice)'}",['Brad Bird'],"['Walt Disney Pictures', 'Pixar']",200000000,1242805359
66,Men in Black,tt0119654,"{'Tommy Lee Jones': 'Agent K', 'Will Smith': 'James Edwards / Agent J', 'Linda Fiorentino': 'Dr. Laurel Weaver / Agent L', ""Vincent D'Onofrio"": 'Edgar / The Bug', 'Rip Torn': 'Chief Zed', 'Tony Shalhoub': 'Jack Jeebs', 'Siobhan Fallon Hogan': 'Beatrice', 'Jon Gries': 'Van driver', 'Carel Struycken': 'Arquillian', 'Fredric Lehne': 'INS agent Janus', 'Richard Hamilton': 'Agent D', 'John Alexander': 'Mikey', 'Keith Campbell': 'Perp', 'Patrick Breen': 'Mr. Redgick', 'Becky Ann Baker': 'Mrs. Redgick', 'Sean Whalen': 'Passport Officer', 'David Cross': 'Morgue Attendant', 'Charles C. Stevenson Jr.': 'MIB Agent Bee', 'Verne Troyer': 'Alien Son', 'Drew Massey': 'Worm Guy (voice)', 'Danny DeVito': 'Alien on TV Monitor (uncredited)', 'Karen Lynn Gorney': 'Announcer (uncredited)', 'George Lucas': 'Alien on TV Monitor (uncredited)', 'Al Roker': 'Alien on TV Monitor (uncredited)', 'Barry Sonnenfeld': 'Alien on TV Monitor (uncredited)', 'Steven Spielberg': 'Alien on TV Monitor (uncredited)'}",['Barry Sonnenfeld'],"['Columbia Pictures', 'Amblin Entertainment', 'Parkes+MacDonald Image Nation']",90000000,589390539
67,Suicide Squad,tt1386697,"{'Will Smith': 'Floyd Lawton / Deadshot', 'Jared Leto': 'The Joker', 'Margot Robbie': 'Harleen Quinzel / Harley Quinn', 'Joel Kinnaman': 'Rick Flag', 'Viola Davis': 'Amanda Waller', 'Jai Courtney': ""George 'Digger' Harkness / Boomerang"", 'Jay Hernandez': 'Chato Santana / El Diablo', 'Adewale Akinnuoye-Agbaje': 'Waylon Jones / Killer Croc', 'Cara Delevingne': 'June Moone / Enchantress', 'Ike Barinholtz': 'Keith Griggs', 'Scott Eastwood': 'Lieutenant GQ Edwards', 'Adam Beach': 'Christopher Weiss / Slipknot', 'Karen Fukuhara': 'Tatsu Yamashiro / Katana', 'Common': 'Monster T', 'David Harbour': 'Dexter Tolliver', 'Jim Parrack': 'Jonny Frost', 'Ben Affleck': 'Bruce Wayne / Batman', 'Ezra Miller': 'Barry  Allen / The Flash', 'Robin Atkin Downes': 'Angelo', 'Aidan Devine': 'Chairman', 'Amanda Brugel': 'National Security Council', 'Kevin Hanchard': 'Casino Boss', 'Kenneth Choi': 'Yakuza Boss', 'Kevin Kent': 'Prisoner', 'John MacDonald': 'Arkham Guard Stewart', 'Dan Petronijevic': 'Anvil'}",['David Ayer'],"['DC Entertainment', 'Dune Entertainment', 'Warner Bros. Pictures', 'Atlas Entertainment', 'DC Comics', 'DC Films', 'Lin Pictures']",175000000,746846894
68,Doctor Strange,tt1211837,"{'Benedict Cumberbatch': 'Stephen Strange / Doctor Strange', 'Chiwetel Ejiofor': 'Karl Mordo', 'Rachel McAdams': 'Dr. Christine Palmer', 'Benedict Wong': 'Wong', 'Mads Mikkelsen': 'Kaecilius', 'Tilda Swinton': 'The Ancient One', 'Michael Stuhlbarg': 'Dr. Nicodemus West', 'Benjamin Bratt': 'Jonathan Pangborn', 'Scott Adkins': 'Lucian / Strong Zealot', 'Zara Phythian': 'Brunette Zealot', 'Alaa Safi': 'Tall Zealot', 'Katrina Durden': 'Blonde Zealot', 'Amy Landecker': 'Dr. Bruner', 'Stan Lee': 'Bus Passenger', 'Clem So': 'Kamar-Taj Disciple (uncredited)', 'Chris Hemsworth': 'Thor Odinson (uncredited)'}",['Scott Derrickson'],['Marvel Studios'],180000000,676343174
69,Batman Begins,tt0372784,"{'Christian Bale': 'Bruce Wayne / Batman', 'Liam Neeson': ""Henri Ducard / Ra's al Ghul"", 'Katie Holmes': 'Rachel Dawes', 'Michael Caine': 'Alfred Pennyworth', 'Gary Oldman': 'James Gordon', 'Cillian Murphy': 'Jonathan Crane / Scarecrow', 'Morgan Freeman': 'Lucius Fox', 'Tom Wilkinson': 'Carmine ""The Roman"" Falcone', 'Mark Boone Junior': 'Arnold Flass', 'Linus Roache': 'Thomas Wayne', 'Ken Watanabe': ""Decoy Ra's al Ghul"", 'Rutger Hauer': 'William Earle', 'Christine Adams': 'Jessica', 'Sara Stewart': 'Martha Wayne', 'Richard Brake': 'Joe Chill', 'Rade Šerbedžija': 'Homeless Man', 'Jack Gleeson': 'Little Boy', 'Jonathan Patrick Foo': 'League of Shadows Warrior (uncredited)', 'John Nolan': 'Douglas Fredericks', 'Tom Wu': 'Bhutanese Prison Guard #1', 'Stuart Yung Sai-Kit': 'Chinese Police Officer', 'Lucy Russell': 'Female Restaurant Guest', 'Alexandra Bastedo': 'Gotham Society Dame', 'Roger Yuan': 'Hazmat Technician', 'Dominic Burgess': 'Narrows Cop'}",['Christopher Nolan'],"['Warner Bros. Pictures', 'DC Comics', 'Syncopy', 'Legendary Pictures', 'Patalex III Productions Limited']",150000000,374218673
70,Thor: The Dark World,tt1981115,"{'Chris Hemsworth': 'Thor Odinson', 'Natalie Portman': 'Jane Foster', 'Tom Hiddleston': 'Loki', 'Anthony Hopkins': 'Odin', 'Christopher Eccleston': 'Malekith', 'Jaimie Alexander': 'Sif', 'Zachary Levi': 'Fandral', 'Ray Stevenson': 'Volstagg', 'Tadanobu Asano': 'Hogun', 'Idris Elba': 'Heimdall', 'Rene Russo': 'Frigga', 'Adewale Akinnuoye-Agbaje': 'Algrim / Kurse', 'Kat Dennings': 'Darcy Lewis', 'Stellan Skarsgård': 'Erik Selvig', 'Alice Krige': 'Eir', 'Clive Russell': 'Tyr', 'Thomas Arnold': 'Desk Officer', 'Royce Pierreson': 'Student', ""Chris O'Dowd"": 'Richard', 'Richard Brake': 'Einherjar Lieutenant', 'Stan Lee': 'Stan Lee', 'Brett Tucker': 'Einherjar Guard', 'Talulah Riley': 'Nurse', 'Tony Curran': 'Bor (uncredited)', 'Chris Evans': 'Loki as Captain America (uncredited)', 'Benicio del Toro': 'Taneleer Tivan / The Collector (uncredited)', 'Ophelia Lovibond': 'Carina (uncredited)', 'Elsa Pataky': 'Jane Foster stand-in (uncredited)'}",['Alan Taylor'],['Marvel Studios'],170000000,644783140
71,Black Panther,tt1825683,"{'Chadwick Boseman': ""King T'Challa / Black Panther"", 'Michael B. Jordan': ""N'Jadaka / Erik 'Killmonger' Stevens"", ""Lupita Nyong'o"": 'Nakia', 'Danai Gurira': 'Okoye', 'Martin Freeman': 'Everett K. Ross', 'Daniel Kaluuya': ""W'Kabi"", 'Letitia Wright': 'Shuri', 'Sterling K. Brown': ""N'Jobu"", 'John Kani': ""T'Chaka"", 'Angela Bassett': 'Ramonda', 'Forest Whitaker': 'Zuri', 'Andy Serkis': 'Ulysses Klaue', 'David S. Lee': 'Limbani', 'Danny Sapani': 'Border Tribe Elder', 'Stan Lee': 'Thirsty Gambler', 'Denzel Whitaker': 'James / Young Zuri', 'Shaunette Renée Wilson': 'Dora Milaje (1992)', 'Alexis Louder': 'Nigerian Woman #2', 'Mark Ashworth': 'Security Guard', 'Alexis Rhee': 'Elderly Woman (Sophia)', 'Sebastian Stan': ""James 'Bucky' Barnes / Winter Soldier (uncredited)""}",['Ryan Coogler'],['Marvel Studios'],200000000,1349926083
72,The Incredible Hulk,tt0800080,"{'Edward Norton': 'Bruce Banner / The Hulk', 'Liv Tyler': 'Betty Ross', 'Tim Roth': 'Emil Blonsky / Abomination', 'William Hurt': ""Thaddeus 'Thunderbolt' Ross"", 'Tim Blake Nelson': 'Samuel Sterns', 'Ty Burrell': 'Leonard Samson', 'Christina Cabot': 'Kathleen Sparr', 'Peter Mensah': 'General Joe Greller', 'Lou Ferrigno': 'Incredible Hulk (voice) / Security Guard', 'Débora Nascimento': 'Martina', 'Greg Bryk': 'Commando', 'John MacDonald': 'Commando', 'Jason Burke': 'Communications Officer', 'Arnold Pinnock': 'Soldier', 'Wayne Robson': 'Boat Captain', 'Martin Starr': 'Computer Nerd', 'Michael Kenneth Williams': 'Harlem Bystande', 'Genelle Williams': 'Terrified Gal', 'Tony Nappo': 'Brave Cop', 'David Meunier': 'Soldier', 'Stan Lee': 'Milwaukee Man Drinking from Bottle (uncredited)', 'Robert Downey Jr.': 'Tony Stark (uncredited)', 'Max Topplin': '(uncredited)'}",['Louis Leterrier'],"['Marvel Studios', 'Valhalla Motion Pictures']",150000000,163712074
73,Constantine,tt0360486,"{'Keanu Reeves': 'John Constantine', 'Rachel Weisz': 'Angela Dodson / Isabel Dodson', 'Shia LaBeouf': 'Chas Kramer', 'Djimon Hounsou': 'Midnite', 'Max Baker': 'Beeman', 'Pruitt Taylor Vince': 'Father Hennessy', 'Tilda Swinton': 'Gabriel', 'Peter Stormare': 'Lucifer', 'José Zúñiga': 'Detective Weiss', 'April Grace': 'Dr. Leslie Archer', 'Laz Alonso': 'Morgue Security Guard', 'Sharon Omi': 'Female Tenant', 'Michelle Monaghan': 'Ellie (uncredited)', 'Chad Stahelski': 'Demon in Hospital (uncredited)'}",['Francis Lawrence'],"['Village Roadshow Pictures', 'Lonely Film Productions GmbH & Co. KG.', ""The Donners' Company"", 'Batfilm Productions', 'Weed Road Pictures', 'Warner Bros. Pictures', '3 Arts Entertainment', 'DC Vertigo']",100000000,230884728
74,Ant-Man,tt0478970,"{'Paul Rudd': 'Scott Lang / Ant-Man', 'Michael Douglas': 'Dr. Hank Pym', 'Evangeline Lilly': 'Hope van Dyne', 'Bobby Cannavale': 'Jim Paxton', 'Corey Stoll': 'Darren Cross / Yellowjacket', 'Anthony Mackie': 'Sam Wilson / Falcon', 'Judy Greer': 'Maggie', 'Abby Ryder Fortson': 'Cassie Lang', 'Michael Peña': 'Luis', 'David Dastmalchian': 'Kurt', 'T.I.': 'Dave', 'Wood Harris': 'Gale', 'Hayley Atwell': 'Peggy Carter', 'John Slattery': 'Howard Stark', 'Martin Donovan': 'Mitchell Carson', 'Garrett Morris': 'Car Driver', 'Gregg Turkington': 'Dale', 'Joe Chrest': 'Frank', 'Jean Louisa Kelly': 'Buyer', 'Anna Akana': 'Writer', 'Stan Lee': 'Bartender', 'Tom Kenny': 'Hideous Rabbit (voice)', 'Johnny Pemberton': 'Ice Cream Store Customer', 'Lyndsi LaRose': 'Emily', 'Chris Evans': 'Steve Rogers / Captain America (uncredited)', 'Sebastian Stan': ""James 'Bucky' Barnes / Winter Soldier (uncredited)""}",['Peyton Reed'],['Marvel Studios'],130000000,519311965
75,Wonder Woman 1984,tt7126948,"{'Gal Gadot': 'Diana Prince', 'Chris Pine': 'Steve Trevor', 'Kristen Wiig': 'Barbara Minerva', 'Pedro Pascal': 'Maxwell Lord', 'Robin Wright': 'Antiope', 'Connie Nielsen': 'Hippolyta', 'Lilly Aspell': 'Young Diana', 'Amr Waked': 'Emir Said Bin Abydos', 'Kristoffer Polaha': 'Handsome Man', 'Natasha Rothwell': 'Carol (Co-Worker)', 'Oliver Cotton': 'Simon Stagg', 'Gabriella Wilde': 'Raquel', 'Doutzen Kroes': 'Venelia', 'Asim Chaudhry': 'Roger (Co-Worker)', 'Ed Birch': 'White House Carl', 'Patrick Lyster': 'CJCS (Oval Office)', 'Gabriel Constantin': 'Silo Technician', 'Joel Morris': 'Security Guard', 'Lynda Carter': 'Asteria'}",['Patty Jenkins'],"['Warner Bros. Pictures', 'The Stone Quarry', 'DC Films', 'Atlas Entertainment']",200000000,169601036
77,Glass,tt6823368,"{'James McAvoy': 'Patricia / Dennis / Hedwig / The Beast / Barry / Heinrich / Jade / Ian / Mary Reynolds / Norma / Jalin / Kat / B.T. / Kevin Wendell Crumb / Mr. Pritchard / Felida / Luke / Goddard / Samuel / Polly', 'Bruce Willis': 'David Dunn / The Overseer', 'Samuel L. Jackson': 'Elijah Price / Mr. Glass', 'Anya Taylor-Joy': 'Casey Cooke', 'Sarah Paulson': 'Dr. Ellie Staple', 'Spencer Treat Clark': 'Joseph Dunn', 'Charlayne Woodard': 'Mrs. Price', 'Luke Kirby': 'Pierce', 'M. Night Shyamalan': 'Jai, Security Guard', 'Diana Silvers': 'Cheerleading Girl', 'Russell Posner': 'T, Skinny Camera Kid', 'Leslie Stefanson': 'Woman on Train'}",['M. Night Shyamalan'],"['Universal Pictures', 'Blumhouse Productions', 'Blinding Edge Pictures', 'Buena Vista International', 'Perfect World Pictures']",20000000,246999039
78,Megamind,tt1001526,"{'Will Ferrell': 'Megamind (voice)', 'Tina Fey': 'Roxanne Ritchi (voice)', 'Jonah Hill': 'Hal Stewart / Tighten (voice)', 'Brad Pitt': 'Metro Man (voice)', 'David Cross': 'Minion (voice)', 'Justin Theroux': ""Megaminds's Father (voice)"", 'Ben Stiller': 'Bernard (voice)', 'Tom McGrath': 'Lord Scott / Prison Guard (voice)', 'J.K. Simmons': 'Warden (voice)', 'Mike Mitchell': 'Father in Crowd (voice)'}",['Tom McGrath'],"['DreamWorks Animation', 'Pacific Data Images', 'Red Hour']",130000000,321885765
79,The Mask,tt0110475,"{'Jim Carrey': 'Stanley Ipkiss / The Mask', 'Peter Riegert': 'Lieutenant Mitch Kellaway', 'Peter Greene': 'Dorian Tyrrell', 'Amy Yasbeck': 'Peggy Brandt', 'Cameron Diaz': 'Tina Carlyle', 'Tim Bagley': 'Irv', 'Nancy Fish': 'Mrs. Peenman', 'Reg E. Cathey': 'Freeze', 'Blake Clark': 'Murray', 'Ben Stein': 'Dr. Arthur Neuman', 'Nils Allen Stewart': 'Orlando', 'Meadow Williams': 'Pebbles', 'Anne Fletcher': 'Dancer (uncredited)'}",['Chuck Russell'],"['Dark Horse Entertainment', 'New Line Cinema']",23000000,351583407
81,Blade,tt0120611,"{'Wesley Snipes': 'Eric Brooks / Blade', 'Stephen Dorff': 'Deacon Frost', 'Kris Kristofferson': 'Abraham Whistler', 'Donal Logue': 'Quinn', 'Udo Kier': 'Gitano Dragonetti', 'Arly Jover': 'Mercury', 'Traci Lords': 'Racquel', 'Kevin Patrick Walls': 'Officer Krieger', 'Tim Guinee': 'Dr. Curtis Webb', 'Sanaa Lathan': 'Vanessa Brooks', 'Eric Edwards': 'Pearl', 'Carmen Thomas': 'Senior Resident', 'Shannon Lee': 'Resident', 'Kenny Johnson': 'Heatseeking Dennis', 'John Enos III': 'Blood Club Bouncer', 'Matt Schulze': 'Crease', 'Levan Uchaneishvili': 'Russian Vampire', 'Ted King': 'Vampire at rave (uncredited)'}",['Stephen Norrington'],"['New Line Cinema', 'Amen Ra Films', 'Imaginary Forces']",45000000,131183530
